ID,BOLSISTA,SINALIZADOR_INGRESSANTE,ANOS_PM,ANO_PESQUISA,INDE,IAA,IEG,IPS,IDA,IPP,IPV,IAN,INSTITUICAO_ENSINO_ALUNO,FASE,TURMA,PEDRA,PONTO_VIRADA
781,0,1,0,2021,7.36,7.5,6.7,7.5,7.8,8.4,8.2,5.0,Escola Pública,6,A,Ametista,0
782,0,0,1,2021,7.222,8.3,8.1,7.5,6.0,8.4,7.4,5.0,Escola Pública,4,L,Ametista,0
783,0,1,0,2021,6.098,9.2,3.1,6.9,6.2,7.7,6.9,5.0,Escola Pública,4,F,Ágata,0
784,0,0,2,2021,6.664,9.5,7.1,7.5,4.6,8.1,6.6,5.0,Escola Pública,2,K,Ágata,0
785,0,0,1,2021,7.774,8.5,7.1,7.5,7.1,8.3,7.6,10.0,Escola Pública,2,N,Ametista,0
786,0,0,2,2021,8.299,8.5,9.6,7.5,6.9,7.5,8.2,10.0,Escola Pública,1,B,Topázio,0
787,0,0,2,2021,7.096,8.5,8.3,7.5,6.1,7.5,6.8,5.0,Escola Pública,1,A,Ametista,0
788,0,1,0,2021,8.275,9.0,8.3,7.5,6.1,8.1,9.7,10.0,Escola Pública,0,T,Topázio,1
789,0,0,1,2021,6.461,6.3,4.6,7.5,4.6,7.9,7.2,10.0,Escola Pública,2,P,Ágata,0
790,0,1,0,2021,6.069,9.0,4.2,7.5,4.5,7.2,7.3,5.0,Escola Pública,0,P,Ágata,0
791,0,1,0,2021,6.907,10.0,7.1,7.5,5.6,7.5,6.9,5.0,Escola Pública,1,A,Ametista,0
792,0,0,2,2021,5.229,7.9,6.7,4.4,4.0,2.5,5.6,5.0,Escola Pública,0,I,Quartzo,0
793,0,1,0,2021,5.819,7.4,4.2,7.5,4.6,7.2,4.3,10.0,Escola Pública,2,H,Ágata,0
794,0,0,2,2021,7.99,9.5,9.6,7.5,7.1,7.7,8.4,5.0,Escola Pública,1,F,Ametista,0
795,0,0,2,2021,5.788,9.5,4.2,6.3,3.6,6.9,7.3,5.0,Escola Pública,1,A,Ágata,0
796,0,1,0,2021,6.012,8.0,5.8,7.5,5.3,5.0,6.2,5.0,Escola Pública,0,R,Ágata,0
797,0,1,0,2021,6.278,7.9,4.4,6.3,4.3,7.5,6.8,10.0,Escola Pública,3,H,Ágata,0
798,1,0,2,2021,8.36,8.8,8.1,6.9,7.4,8.3,9.4,10.0,Rede Decisão,7,A,Topázio,1
799,1,0,2,2021,9.004,9.5,9.6,8.1,9.1,10.0,10.0,5.0,Rede Decisão,2,J,Topázio,1
800,1,0,2,2021,8.672,8.8,8.3,7.5,8.0,8.3,9.8,10.0,Rede Decisão,3,B,Topázio,1
801,1,0,4,2021,8.355,10.0,7.5,7.5,7.5,8.0,9.0,10.0,Rede Decisão,4,F,Topázio,1
802,0,0,2,2021,5.163,9.5,2.9,7.5,1.5,8.1,6.3,5.0,Escola Pública,1,N,Quartzo,0
803,0,1,0,2021,5.082,7.1,5.3,0.0,3.4,8.1,6.6,5.0,Escola Pública,6,C,Quartzo,0
804,1,0,3,2021,7.981,7.5,7.8,6.3,7.3,8.3,8.8,10.0,Rede Decisão,3,J,Ametista,0
805,0,0,3,2021,6.056,8.3,6.1,6.9,4.5,6.9,6.1,5.0,Escola Pública,4,F,Ágata,0
806,0,1,0,2021,8.025,9.0,10.0,7.5,6.1,8.1,9.3,5.0,Escola Pública,0,O,Ametista,1
807,0,0,3,2021,7.531,8.5,10.0,7.5,6.6,7.5,6.8,5.0,Escola Pública,1,B,Ametista,0
808,0,0,2,2021,7.125,9.5,5.8,7.5,5.9,7.5,6.7,10.0,Escola Pública,2,C,Ametista,0
809,0,0,2,2021,7.579,10.0,7.5,7.5,7.3,8.3,7.7,5.0,Escola Pública,1,R,Ametista,0
810,0,1,0,2021,7.639,10.0,9.2,7.5,5.8,7.5,8.3,5.0,Escola Pública,1,A,Ametista,0
811,0,0,2,2021,3.524,0.0,1.7,5.6,2.5,7.5,4.4,5.0,Escola Pública,2,R,Quartzo,0
812,0,0,1,2021,6.898,8.5,10.0,4.4,6.1,5.3,6.8,5.0,Escola Pública,0,I,Ametista,0
813,0,1,0,2021,8.036,8.8,8.9,7.5,7.5,8.3,9.0,5.0,Escola Pública,3,A,Ametista,1
814,0,0,5,2021,6.532,9.6,6.7,5.0,4.9,7.7,7.5,5.0,Escola Pública,5,F,Ágata,0
815,0,0,4,2021,5.674,7.5,6.3,5.0,4.3,6.7,5.7,5.0,Escola Pública,2,I,Ágata,0
816,0,1,0,2021,7.196,9.0,8.3,7.5,4.6,6.9,6.3,10.0,Escola Pública,0,L,Ametista,0
817,0,1,0,2021,7.896,8.5,9.2,7.5,5.6,7.5,8.0,10.0,Escola Pública,2,I,Ametista,0
818,0,1,0,2021,7.906,8.0,10.0,7.5,5.4,7.2,7.8,10.0,Escola Pública,0,M,Ametista,0
819,0,0,3,2021,6.435,7.1,5.8,7.5,4.7,8.1,7.8,5.0,Escola Pública,3,C,Ágata,0
820,0,0,5,2021,8.215,9.2,10.0,5.6,7.7,7.9,9.6,5.0,Escola Pública,3,F,Ametista,1
821,1,0,2,2021,7.751,8.3,7.2,7.5,6.0,8.1,8.6,10.0,Rede Decisão,3,G,Ametista,0
822,0,0,5,2021,4.788,7.5,1.7,6.9,3.3,6.7,3.5,10.0,Escola Pública,4,F,Quartzo,0
823,0,0,2,2021,5.636,5.8,5.6,0.0,6.4,8.3,6.7,5.0,Escola Pública,4,L,Ágata,0
824,0,0,3,2021,5.143,8.8,4.2,0.0,2.0,7.7,6.3,10.0,Escola Pública,7,A,Quartzo,0
825,0,1,0,2021,5.504,8.3,3.9,6.9,5.3,7.5,4.4,5.0,Escola Pública,3,H,Quartzo,0
826,0,0,1,2021,6.45,7.0,6.3,7.5,4.5,7.5,8.0,5.0,Escola Pública,2,D,Ágata,0
827,0,0,2,2021,7.167,8.5,7.9,7.5,4.2,8.1,9.2,5.0,Escola Pública,1,N,Ametista,1
828,0,0,2,2021,5.663,9.5,8.3,5.0,4.3,2.5,4.7,5.0,Escola Pública,0,M,Ágata,0
829,0,0,3,2021,8.761,9.6,9.4,7.5,7.5,8.8,8.9,10.0,Escola Pública,3,C,Topázio,0
830,0,0,2,2021,7.765,8.5,8.8,7.5,7.1,8.1,8.4,5.0,Escola Pública,1,G,Ametista,0
831,0,1,0,2021,8.821,9.5,10.0,7.5,6.9,8.1,9.7,10.0,Escola Pública,0,T,Topázio,1
832,0,0,2,2021,4.176,0.0,4.2,6.9,1.9,8.1,4.8,5.0,Escola Pública,2,K,Quartzo,0
833,0,1,0,2021,4.442,9.2,2.8,7.5,1.8,5.8,3.9,5.0,Escola Pública,3,A,Quartzo,0
834,1,0,5,2021,7.138,8.3,6.7,6.9,6.0,7.5,6.7,10.0,Rede Decisão,5,B,Ametista,0
835,1,0,3,2021,4.617,0.0,4.2,5.6,4.3,7.1,5.8,5.0,Rede Decisão,2,G,Quartzo,0
836,0,1,0,2021,5.054,8.5,0.0,7.5,4.0,6.9,7.3,5.0,Escola Pública,0,Q,Quartzo,0
837,0,0,2,2021,7.698,9.2,8.6,6.9,5.4,8.0,7.5,10.0,Escola Pública,7,A,Ametista,0
838,0,1,0,2021,7.331,8.3,7.2,7.5,6.7,8.3,8.2,5.0,Escola Pública,5,B,Ametista,0
839,1,0,2,2021,7.544,9.2,6.9,5.6,6.6,7.3,8.1,10.0,Rede Decisão,3,B,Ametista,0
840,0,0,2,2021,3.663,8.5,1.3,4.4,2.1,5.0,3.5,5.0,Escola Pública,2,H,Quartzo,0
841,0,1,0,2021,7.629,8.8,6.1,7.5,6.9,7.3,8.4,10.0,Escola Pública,3,D,Ametista,0
842,0,0,4,2021,2.86,7.9,0.4,5.6,0.0,4.1,2.6,5.0,Escola Pública,2,I,Quartzo,0
843,0,0,3,2021,5.833,8.5,5.4,7.5,2.9,7.1,6.8,5.0,Escola Pública,2,I,Ágata,0
844,0,1,0,2021,6.354,8.5,5.0,7.5,3.2,7.5,6.8,10.0,Escola Pública,0,O,Ágata,0
845,0,0,2,2021,7.013,9.0,8.8,5.6,4.6,8.5,7.7,5.0,Escola Pública,1,R,Ametista,0
846,0,1,0,2021,8.013,10.0,8.3,7.5,6.8,8.1,9.7,5.0,Escola Pública,0,T,Ametista,1
847,0,1,0,2021,6.025,8.5,7.9,7.5,2.1,7.5,5.8,5.0,Escola Pública,1,B,Ágata,0
848,0,0,2,2021,7.976,9.0,6.7,7.5,7.3,8.5,8.4,10.0,Escola Pública,2,N,Ametista,0
849,0,1,0,2021,7.473,10.0,10.0,7.5,5.9,7.2,6.6,5.0,Escola Pública,0,M,Ametista,0
850,0,1,0,2021,6.283,7.8,10.0,7.5,5.3,2.5,4.8,5.0,Escola Pública,0,Q,Ágata,0
851,0,1,0,2021,6.75,9.5,6.7,7.5,4.5,7.5,7.8,5.0,Escola Pública,0,Q,Ágata,0
852,0,0,1,2021,6.899,9.2,7.8,7.5,5.9,8.4,7.0,2.5,Escola Pública,4,A,Ametista,0
853,1,0,4,2021,7.903,9.2,6.9,7.5,7.7,7.8,7.7,10.0,Rede Decisão,6,C,Ametista,0
854,1,0,5,2021,7.694,7.9,7.8,7.5,6.5,8.0,7.5,10.0,Rede Decisão,6,A,Ametista,0
855,0,0,2,2021,7.892,9.0,8.3,6.3,6.8,7.5,8.0,10.0,Escola Pública,2,B,Ametista,0
856,1,1,0,2021,8.014,9.2,8.9,6.3,8.2,8.3,8.6,5.0,Rede Decisão,4,G,Ametista,0
857,0,1,0,2021,6.429,9.6,5.0,7.5,4.3,7.7,5.5,10.0,Escola Pública,3,J,Ágata,0
858,0,0,3,2021,4.125,9.5,2.1,7.5,0.0,6.3,4.4,5.0,Escola Pública,1,R,Quartzo,0
859,0,0,3,2021,6.88,7.1,7.8,7.5,6.1,7.7,6.9,5.0,Escola Pública,5,A,Ágata,0
860,0,0,4,2021,5.815,8.8,5.8,6.3,3.4,6.9,6.4,5.0,Escola Pública,3,M,Ágata,0
861,0,0,3,2021,8.183,9.5,10.0,7.5,7.8,8.5,7.8,5.0,Escola Pública,1,E,Ametista,0
862,0,1,0,2021,8.544,9.2,9.7,7.5,8.8,8.8,9.0,5.0,Escola Pública,5,B,Topázio,1
863,0,1,0,2021,8.531,8.8,9.4,7.5,8.7,8.8,9.5,5.0,Escola Pública,5,A,Topázio,1
864,1,0,1,2021,8.088,8.3,7.5,7.5,7.7,7.3,8.7,10.0,Rede Decisão,3,B,Ametista,0
865,0,0,2,2021,3.08,0.0,3.9,0.0,0.0,5.9,3.5,10.0,Escola Pública,5,F,Quartzo,0
866,0,1,0,2021,8.994,9.5,10.0,7.5,7.3,8.4,10.0,10.0,Escola Pública,0,K,Topázio,1
867,0,0,4,2021,6.771,9.0,7.1,7.5,6.9,7.5,5.3,5.0,Escola Pública,1,A,Ágata,0
868,0,0,1,2021,7.221,9.5,7.9,7.5,3.6,7.3,7.4,10.0,Escola Pública,2,B,Ametista,0
869,0,0,2,2021,4.894,8.8,3.3,5.6,2.8,7.7,6.1,2.5,Escola Pública,3,J,Quartzo,0
870,0,0,2,2021,8.289,9.0,9.2,7.5,6.3,8.5,8.4,10.0,Escola Pública,2,J,Topázio,0
871,0,1,0,2021,7.767,8.5,8.3,7.5,6.8,7.5,7.0,10.0,Escola Pública,0,M,Ametista,0
872,1,0,3,2021,7.315,7.9,7.8,5.6,7.5,7.5,8.3,5.0,Rede Decisão,3,J,Ametista,0
873,0,1,0,2021,7.165,9.0,8.3,7.5,4.6,6.6,6.3,10.0,Escola Pública,0,L,Ametista,0
874,1,0,2,2021,7.946,9.0,9.6,4.4,7.8,8.8,8.8,5.0,Rede Decisão,2,J,Ametista,0
875,0,0,1,2021,7.375,9.5,8.3,5.0,6.3,8.1,8.4,5.0,Escola Pública,0,P,Ametista,0
876,1,0,2,2021,8.909,8.8,9.2,7.5,8.2,8.6,9.8,10.0,Rede Decisão,5,A,Topázio,1
877,0,0,2,2021,7.821,7.5,9.6,6.9,8.2,7.3,8.0,5.0,Escola Pública,2,B,Ametista,0
878,1,0,2,2021,7.891,8.3,7.5,5.6,7.6,8.3,8.3,10.0,Rede Decisão,7,A,Ametista,0
879,1,0,5,2021,4.976,7.4,7.1,4.4,3.3,3.8,4.3,5.0,Rede Decisão,1,B,Quartzo,0
880,1,0,2,2021,8.252,8.3,8.1,6.9,7.9,8.3,8.6,10.0,Rede Decisão,7,A,Topázio,0
881,0,1,0,2021,8.923,9.0,10.0,7.5,7.3,8.4,9.8,10.0,Escola Pública,0,R,Topázio,1
882,0,0,2,2021,8.342,9.0,9.6,7.5,7.4,8.3,9.8,5.0,Escola Pública,1,G,Topázio,1
883,0,0,1,2021,7.533,9.0,10.0,6.3,6.9,7.5,6.9,5.0,Escola Pública,0,I,Ametista,0
884,1,0,5,2021,7.661,7.5,8.1,7.5,7.3,8.8,8.5,5.0,Rede Decisão,5,B,Ametista,0
885,0,0,3,2021,7.676,8.8,8.1,7.5,6.2,8.5,9.2,5.0,Escola Pública,3,C,Ametista,1
886,0,0,3,2021,7.8,8.8,8.1,7.5,7.0,8.3,9.1,5.0,Escola Pública,3,C,Ametista,1
887,1,0,5,2021,7.392,8.5,6.7,7.5,7.6,7.5,8.4,5.0,Rede Decisão,2,B,Ametista,0
888,0,0,1,2021,7.07,8.3,8.1,6.9,6.0,8.0,7.2,5.0,Escola Pública,5,L,Ametista,0
889,0,0,2,2021,6.764,9.5,5.0,7.5,4.2,7.7,7.3,10.0,Escola Pública,1,F,Ágata,0
890,0,0,2,2021,4.925,7.9,3.8,7.5,0.0,7.5,4.4,10.0,Escola Pública,1,A,Quartzo,0
891,0,0,2,2021,7.558,10.0,8.8,7.5,6.4,7.7,7.5,5.0,Escola Pública,1,F,Ametista,0
892,0,0,1,2021,4.414,8.0,3.3,7.5,0.4,6.9,4.6,5.0,Escola Pública,1,C,Quartzo,0
893,0,1,0,2021,5.783,7.5,3.6,7.5,3.5,7.2,5.7,10.0,Escola Pública,4,F,Ágata,0
894,0,1,0,2021,6.854,8.3,5.3,7.5,5.9,7.3,6.6,10.0,Escola Pública,3,M,Ágata,0
895,0,0,2,2021,7.326,8.0,5.0,7.5,8.0,8.5,9.1,5.0,Escola Pública,2,E,Ametista,1
896,0,1,0,2021,8.231,10.0,8.3,7.5,6.5,7.8,8.7,10.0,Escola Pública,0,O,Ametista,0
897,0,0,2,2021,6.306,0.0,7.5,4.4,4.7,7.1,8.6,10.0,Escola Pública,2,A,Ágata,0
898,1,0,4,2021,7.376,9.2,6.9,5.0,6.5,6.9,7.9,10.0,Rede Decisão,6,C,Ametista,0
899,0,0,5,2021,6.392,7.9,4.4,7.5,4.8,7.0,6.5,10.0,Escola Pública,4,F,Ágata,0
900,0,0,2,2021,8.196,7.9,8.9,6.3,9.1,9.0,8.9,5.0,Escola Pública,3,G,Ametista,0
901,0,0,4,2021,6.36,8.0,5.4,7.5,4.9,7.5,7.4,5.0,Escola Pública,2,E,Ágata,0
902,0,0,4,2021,4.712,9.2,4.4,5.6,1.5,7.2,4.2,5.0,Escola Pública,4,L,Quartzo,0
903,0,1,0,2021,8.276,9.6,9.4,7.5,6.4,8.1,7.9,10.0,Escola Pública,7,A,Topázio,0
904,1,0,5,2021,8.858,9.5,10.0,7.5,8.1,7.5,8.9,10.0,Rede Decisão,2,B,Topázio,0
905,0,1,0,2021,5.216,8.8,5.8,0.0,3.9,7.7,5.7,5.0,Escola Pública,4,A,Quartzo,0
906,1,0,4,2021,7.11,8.8,7.5,5.6,4.2,7.5,7.9,10.0,Rede Decisão,3,G,Ametista,0
907,1,0,5,2021,7.441,6.7,7.8,4.4,7.7,7.8,7.3,10.0,Rede Decisão,6,C,Ametista,0
908,0,0,3,2021,4.151,10.0,2.8,5.0,1.7,5.6,3.5,5.0,Escola Pública,4,E,Quartzo,0
909,0,0,2,2021,7.052,9.5,8.3,6.3,6.1,7.8,6.6,5.0,Escola Pública,0,I,Ametista,0
910,0,1,0,2021,6.915,9.5,5.8,7.5,6.3,7.2,7.8,5.0,Escola Pública,0,R,Ametista,0
911,0,1,0,2021,7.418,8.5,9.2,8.8,3.6,8.1,9.1,5.0,Escola Pública,1,C,Ametista,1
912,0,0,1,2021,5.435,8.8,3.9,7.5,2.6,7.3,6.4,5.0,Escola Pública,3,M,Quartzo,0
913,0,0,3,2021,6.19,7.9,5.8,5.0,6.6,7.3,5.9,5.0,Escola Pública,3,R,Ágata,0
914,0,0,3,2021,6.007,9.5,3.8,7.5,3.8,7.5,7.7,5.0,Escola Pública,2,C,Ágata,0
915,1,0,1,2021,8.201,8.3,8.6,6.3,9.0,9.4,8.9,5.0,Rede Decisão,6,A,Ametista,0
916,0,0,4,2021,7.26,9.0,6.7,7.5,7.4,8.1,7.4,5.0,Escola Pública,2,F,Ametista,0
917,1,0,5,2021,6.053,7.1,5.3,6.9,5.2,7.2,6.7,5.0,Rede Decisão,4,F,Ágata,0
918,0,0,2,2021,7.593,7.9,8.1,7.5,7.2,7.7,8.7,5.0,Escola Pública,5,A,Ametista,0
919,1,0,5,2021,4.257,6.7,2.8,3.1,2.5,4.6,3.8,10.0,Rede Decisão,3,B,Quartzo,0
920,0,0,2,2021,3.729,0.0,3.3,5.6,1.2,7.3,5.2,5.0,Escola Pública,1,C,Quartzo,0
921,0,1,0,2021,7.878,9.2,7.2,7.5,6.4,7.9,8.5,10.0,Escola Pública,3,D,Ametista,0
922,1,0,5,2021,8.499,8.8,9.2,7.5,7.4,8.9,8.3,10.0,Rede Decisão,4,G,Topázio,0
923,0,1,0,2021,7.767,8.5,8.3,7.5,6.0,7.5,7.8,10.0,Escola Pública,0,S,Ametista,0
924,0,0,3,2021,6.868,9.0,8.3,6.9,6.4,7.5,5.4,5.0,Escola Pública,1,A,Ágata,0
925,1,0,3,2021,8.475,8.3,8.9,7.5,6.6,9.2,9.4,10.0,Rede Decisão,4,G,Topázio,1
926,0,0,1,2021,8.699,9.0,9.2,8.8,7.2,8.8,8.9,10.0,Escola Pública,1,C,Topázio,0
927,0,0,3,2021,7.349,9.0,8.8,4.4,6.9,7.3,8.2,5.0,Escola Pública,2,H,Ametista,0
928,0,0,3,2021,6.624,9.2,5.8,7.5,5.8,7.7,6.9,5.0,Escola Pública,4,F,Ágata,0
929,0,1,0,2021,7.965,9.0,10.0,7.5,7.2,8.4,7.7,5.0,Escola Pública,0,Q,Ametista,0
930,0,1,0,2021,3.146,0.0,1.7,5.0,1.5,6.9,4.2,5.0,Escola Pública,5,F,Quartzo,0
931,0,0,4,2021,5.99,9.0,5.0,7.5,4.5,7.3,6.1,5.0,Escola Pública,2,I,Ágata,0
932,0,0,2,2021,6.642,9.2,6.4,7.5,5.5,7.1,6.9,5.0,Escola Pública,3,F,Ágata,0
933,0,0,1,2021,4.946,9.0,6.7,5.0,2.6,2.5,4.8,5.0,Escola Pública,0,I,Quartzo,0
934,0,0,1,2021,4.169,6.7,4.7,0.0,3.0,7.5,3.5,5.0,Escola Pública,5,B,Quartzo,0
935,0,1,0,2021,7.743,9.5,8.8,7.5,6.3,8.5,8.4,5.0,Escola Pública,2,J,Ametista,0
936,0,0,3,2021,6.482,8.5,5.0,7.5,4.0,7.7,6.6,10.0,Escola Pública,2,P,Ágata,0
937,0,1,0,2021,5.756,9.2,5.3,7.5,2.8,7.5,6.1,5.0,Escola Pública,5,B,Ágata,0
938,0,1,0,2021,7.382,8.3,8.1,7.5,6.7,8.1,7.7,5.0,Escola Pública,5,B,Ametista,0
939,0,0,2,2021,7.571,9.0,7.9,6.3,7.8,8.1,8.0,5.0,Escola Pública,2,R,Ametista,0
940,0,0,1,2021,5.188,8.5,4.2,7.5,0.7,7.5,6.8,5.0,Escola Pública,1,F,Quartzo,0
941,0,1,0,2021,6.469,9.5,4.2,7.5,5.1,8.1,8.1,5.0,Escola Pública,1,J,Ágata,0
942,0,0,2,2021,7.69,9.5,9.6,5.0,6.4,7.9,8.7,5.0,Escola Pública,1,J,Ametista,0
943,0,0,2,2021,7.85,9.2,7.8,7.5,6.3,7.5,8.1,10.0,Escola Pública,3,R,Ametista,0
944,0,0,2,2021,7.653,8.5,7.5,7.5,4.9,8.5,8.6,10.0,Escola Pública,2,N,Ametista,0
945,0,1,0,2021,7.196,7.1,7.5,7.5,6.3,8.1,8.3,5.0,Escola Pública,5,A,Ametista,0
946,0,0,3,2021,5.667,8.5,5.0,7.5,1.0,8.3,7.7,5.0,Escola Pública,1,E,Ágata,0
947,0,1,0,2021,7.118,7.0,8.8,7.5,4.8,8.1,8.3,5.0,Escola Pública,1,G,Ametista,0
948,0,0,2,2021,7.154,8.5,7.1,7.5,4.9,7.3,7.2,10.0,Escola Pública,2,F,Ametista,0
949,1,0,4,2021,8.292,9.6,8.3,7.5,7.0,8.8,8.2,10.0,Rede Decisão,4,G,Topázio,0
950,0,1,0,2021,8.123,8.5,10.0,7.5,7.6,7.8,8.6,5.0,Escola Pública,0,S,Ametista,0
951,0,1,0,2021,6.583,7.0,6.3,7.5,3.6,7.7,7.0,10.0,Escola Pública,2,N,Ágata,0
952,1,0,5,2021,6.759,6.3,6.7,7.5,6.4,7.3,5.2,10.0,Rede Decisão,4,A,Ágata,0
953,0,0,2,2021,7.215,9.0,7.5,7.5,4.6,7.1,7.2,10.0,Escola Pública,2,H,Ametista,0
954,0,0,2,2021,5.185,0.0,5.8,7.5,4.3,7.3,5.9,5.0,Escola Pública,2,L,Quartzo,0
955,1,0,5,2021,9.021,10.0,10.0,7.5,9.1,9.8,9.8,5.0,Rede Decisão,2,F,Topázio,1
956,1,0,3,2021,7.644,9.5,8.3,5.0,8.1,7.9,8.1,5.0,Rede Decisão,2,G,Ametista,0
957,0,1,0,2021,6.387,7.1,6.1,7.5,5.0,7.3,7.4,5.0,Escola Pública,3,D,Ágata,0
958,0,1,0,2021,5.511,0.0,6.3,7.5,6.0,6.7,5.7,5.0,Escola Pública,2,C,Quartzo,0
959,0,0,2,2021,7.44,10.0,6.7,7.5,7.1,7.8,8.3,5.0,Escola Pública,0,S,Ametista,0
960,0,0,2,2021,5.539,8.3,5.3,7.5,3.0,7.1,5.5,5.0,Escola Pública,3,R,Ágata,0
961,1,1,0,2021,7.044,8.8,7.8,6.9,6.5,7.3,7.0,5.0,Rede Decisão,4,A,Ametista,0
962,0,1,0,2021,8.268,9.5,9.2,7.5,7.2,8.8,9.6,5.0,Escola Pública,1,C,Topázio,1
963,1,1,0,2021,7.895,9.6,6.7,7.5,7.5,8.3,7.7,10.0,Rede Decisão,4,A,Ametista,0
964,0,1,0,2021,7.599,9.0,8.3,7.5,6.6,8.1,8.2,5.0,Escola Pública,2,K,Ametista,0
965,0,1,0,2021,5.735,9.6,3.9,5.0,3.8,7.3,5.1,10.0,Escola Pública,3,H,Ágata,0
966,1,0,4,2021,7.497,9.0,7.1,7.5,7.1,7.5,8.8,5.0,Rede Decisão,2,A,Ametista,0
967,1,0,2,2021,7.878,9.2,8.9,5.6,6.4,8.1,7.6,10.0,Rede Decisão,7,A,Ametista,0
968,0,0,3,2021,6.853,10.0,4.7,7.5,3.9,8.8,7.5,10.0,Escola Pública,4,G,Ágata,0
969,0,1,0,2021,8.008,9.5,10.0,7.5,6.9,7.5,8.4,5.0,Escola Pública,0,J,Ametista,0
970,0,0,5,2021,5.58,9.6,3.9,5.0,2.8,7.2,5.3,10.0,Escola Pública,4,E,Ágata,0
971,0,1,0,2021,7.296,7.5,8.3,7.5,6.6,7.5,7.8,5.0,Escola Pública,0,S,Ametista,0
972,1,0,2,2021,7.972,8.3,8.6,7.5,7.0,8.8,9.5,5.0,Rede Decisão,4,A,Ametista,1
973,0,0,1,2021,7.285,8.5,7.5,7.5,6.1,7.7,8.4,5.0,Escola Pública,1,F,Ametista,0
974,1,0,2,2021,7.971,9.6,6.7,7.5,7.9,8.1,7.7,10.0,Rede Decisão,7,A,Ametista,0
975,1,0,3,2021,8.414,7.9,9.7,5.6,7.2,9.0,8.9,10.0,Rede Decisão,3,L,Topázio,0
976,0,0,3,2021,7.254,9.5,4.6,7.5,5.3,8.5,8.7,10.0,Escola Pública,2,E,Ametista,0
977,0,0,3,2021,5.868,8.5,4.2,7.5,3.8,7.5,7.1,5.0,Escola Pública,2,P,Ágata,0
978,0,1,0,2021,7.082,7.9,5.6,7.5,6.4,6.9,7.3,10.0,Escola Pública,3,D,Ametista,0
979,0,0,1,2021,8.494,9.5,9.2,7.5,8.4,8.8,9.6,5.0,Escola Pública,1,E,Topázio,1
980,0,1,0,2021,7.626,8.5,8.8,7.5,7.8,7.7,7.3,5.0,Escola Pública,1,F,Ametista,0
981,1,0,4,2021,7.62,9.2,7.2,7.5,7.1,8.6,8.7,5.0,Rede Decisão,6,C,Ametista,0
982,0,1,0,2021,8.09,8.0,9.6,7.5,8.0,8.1,8.6,5.0,Escola Pública,1,N,Ametista,0
983,0,0,2,2021,7.223,8.8,8.3,7.5,5.7,7.8,7.5,5.0,Escola Pública,5,A,Ametista,0
984,0,0,2,2021,5.956,9.2,5.3,7.5,4.9,7.8,4.9,5.0,Escola Pública,3,B,Ágata,0
985,0,1,0,2021,4.586,8.0,1.7,7.5,3.1,6.7,4.6,5.0,Escola Pública,1,R,Quartzo,0
986,0,1,0,2021,4.808,6.3,4.2,7.5,3.4,5.0,4.6,5.0,Escola Pública,0,M,Quartzo,0
987,0,1,0,2021,4.824,9.0,5.0,5.0,1.1,5.2,5.9,5.0,Escola Pública,2,J,Quartzo,0
988,0,0,3,2021,6.078,8.5,5.4,7.5,4.5,7.5,6.2,5.0,Escola Pública,2,I,Ágata,0
989,1,0,2,2021,7.835,9.2,6.9,7.5,6.8,8.1,8.0,10.0,Rede Decisão,4,L,Ametista,0
990,0,1,0,2021,7.565,8.0,8.3,7.5,7.0,7.8,8.3,5.0,Escola Pública,0,R,Ametista,0
991,0,0,2,2021,7.292,9.0,7.9,6.3,6.7,8.1,7.7,5.0,Escola Pública,2,R,Ametista,0
992,0,0,3,2021,5.728,10.0,7.2,2.5,4.0,4.6,6.3,5.0,Escola Pública,6,A,Ágata,0
993,0,0,3,2021,6.8,7.5,6.4,6.3,7.1,8.0,7.1,5.0,Escola Pública,4,G,Ágata,0
994,0,1,0,2021,8.431,9.5,10.0,7.5,5.3,7.8,9.5,10.0,Escola Pública,0,S,Topázio,1
995,0,1,0,2021,7.873,10.0,8.3,7.5,6.9,7.2,9.3,5.0,Escola Pública,0,S,Ametista,1
996,0,0,2,2021,8.489,7.4,10.0,8.1,6.6,8.5,8.8,10.0,Escola Pública,2,J,Topázio,0
997,0,0,3,2021,7.543,9.0,8.3,6.9,5.9,8.1,8.9,5.0,Escola Pública,2,M,Ametista,0
998,0,0,2,2021,6.489,9.5,4.6,7.5,3.2,8.1,7.1,10.0,Escola Pública,2,N,Ágata,0
999,0,0,2,2021,4.74,7.9,1.1,7.5,4.0,6.9,4.9,5.0,Escola Pública,3,G,Quartzo,0
1000,1,0,2,2021,8.418,7.5,7.9,7.5,9.2,8.8,8.1,10.0,Rede Decisão,2,L,Topázio,0
1001,0,1,0,2021,8.371,9.5,10.0,7.5,7.1,8.1,9.7,5.0,Escola Pública,0,T,Topázio,1
1002,0,1,0,2021,5.755,10.0,3.9,7.5,2.8,7.2,4.8,10.0,Escola Pública,4,E,Ágata,0
1003,0,1,0,2021,8.385,10.0,8.8,7.5,5.8,8.1,9.6,10.0,Escola Pública,1,N,Topázio,1
1004,0,1,0,2021,8.133,8.8,7.8,7.5,7.9,8.4,7.6,10.0,Escola Pública,5,B,Ametista,0
1005,0,1,0,2021,6.885,8.0,5.8,7.5,5.0,7.2,7.3,10.0,Escola Pública,0,Q,Ágata,0
